Date,Vehicle body type,Motive power,Count
2019-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-02-01T00:00:00.000,Motorcycle,Other,1
2019-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-02-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Heavy Vehicle,,453
2019-03-01T00:00:00.000,Light Vehicle,Petrol,"227,482"
2019-03-01T00:00:00.000,Light Vehicle,Other,135
2019-03-01T00:00:00.000,Light Vehicle,LPG,926
2019-03-01T00:00:00.000,Light Vehicle,Hybrid,"2,782"
2019-03-01T00:00:00.000,Light Vehicle,Electric,203
2019-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-03-01T00:00:00.000,Light Vehicle,Diesel,"52,577"
2019-03-01T00:00:00.000,Motorcycle,,13
2019-03-01T00:00:00.000,Motorcycle,Petrol,"12,375"
2019-03-01T00:00:00.000,Light Vehicle,,"39,798"
2019-03-01T00:00:00.000,Motorcycle,Electric,12
2019-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,235"
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-03-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,601"
2019-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-03-01T00:00:00.000,Motorcycle,Diesel,5
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-03-01T00:00:00.000,Motorcycle,Other,1
2019-03-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Light Vehicle,CNG,2
2019-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-03-01T00:00:00.000,Heavy Vehicle,,453
2019-03-01T00:00:00.000,Light Vehicle,Petrol,"227,482"
2019-03-01T00:00:00.000,Light Vehicle,Other,135
2019-03-01T00:00:00.000,Light Vehicle,LPG,926
2019-03-01T00:00:00.000,Light Vehicle,Hybrid,"2,782"
2019-03-01T00:00:00.000,Light Vehicle,Electric,203
2019-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-03-01T00:00:00.000,Light Vehicle,Diesel,"52,577"
2019-03-01T00:00:00.000,Motorcycle,,13
2019-03-01T00:00:00.000,Motorcycle,Petrol,"12,375"
2019-03-01T00:00:00.000,Light Vehicle,,"39,798"
2019-03-01T00:00:00.000,Motorcycle,Electric,12
2019-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,235"
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-03-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,601"
2019-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-03-01T00:00:00.000,Motorcycle,Diesel,5
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-03-01T00:00:00.000,Motorcycle,Other,1
2019-03-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Light Vehicle,CNG,2
2019-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,,"39,747"
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,226"
2019-04-01T00:00:00.000,Light Vehicle,Petrol,"226,539"
2019-04-01T00:00:00.000,Light Vehicle,Other,136
2019-04-01T00:00:00.000,Light Vehicle,LPG,910
2019-04-01T00:00:00.000,Light Vehicle,Hybrid,"2,847"
2019-04-01T00:00:00.000,Light Vehicle,Electric,209
2019-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-04-01T00:00:00.000,Light Vehicle,Diesel,"52,723"
2019-04-01T00:00:00.000,Motorcycle,,13
2019-04-01T00:00:00.000,Motorcycle,Petrol,"11,911"
2019-04-01T00:00:00.000,Motorcycle,Electric,12
2019-04-01T00:00:00.000,Heavy Vehicle,,457
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-04-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-04-01T00:00:00.000,Heavy Vehicle,Diesel,"2,595"
2019-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-04-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-04-01T00:00:00.000,Motorcycle,Diesel,3
2019-04-01T00:00:00.000,Motorcycle,Other,1
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-04-01T00:00:00.000,Light Vehicle,Solar,2
2019-04-01T00:00:00.000,Light Vehicle,CNG,2
2019-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,,"39,747"
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,226"
2019-04-01T00:00:00.000,Light Vehicle,Petrol,"226,539"
2019-04-01T00:00:00.000,Light Vehicle,Other,136
2019-04-01T00:00:00.000,Light Vehicle,LPG,910
2019-04-01T00:00:00.000,Light Vehicle,Hybrid,"2,847"
2019-04-01T00:00:00.000,Light Vehicle,Electric,209
2019-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-04-01T00:00:00.000,Light Vehicle,Diesel,"52,723"
2019-04-01T00:00:00.000,Motorcycle,,13
2019-04-01T00:00:00.000,Motorcycle,Petrol,"11,911"
2019-04-01T00:00:00.000,Motorcycle,Electric,12
2019-04-01T00:00:00.000,Heavy Vehicle,,457
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-04-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-04-01T00:00:00.000,Heavy Vehicle,Diesel,"2,595"
2019-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-04-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-04-01T00:00:00.000,Motorcycle,Diesel,3
2019-04-01T00:00:00.000,Motorcycle,Other,1
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-04-01T00:00:00.000,Light Vehicle,Solar,2
2019-04-01T00:00:00.000,Light Vehicle,CNG,2
2019-05-01T00:00:00.000,Motorcycle,Electric,12
2019-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,79
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,188"
2019-05-01T00:00:00.000,Light Vehicle,Petrol,"226,568"
2019-05-01T00:00:00.000,Light Vehicle,Other,135
2019-05-01T00:00:00.000,Light Vehicle,LPG,903
2019-05-01T00:00:00.000,Light Vehicle,Hybrid,"2,949"
2019-05-01T00:00:00.000,Light Vehicle,Electric,215
2019-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-05-01T00:00:00.000,Light Vehicle,Diesel,"52,948"
2019-05-01T00:00:00.000,Motorcycle,,13
2019-05-01T00:00:00.000,Motorcycle,Petrol,"11,442"
2019-05-01T00:00:00.000,Light Vehicle,,"39,621"
2019-05-01T00:00:00.000,Heavy Vehicle,,451
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-05-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-05-01T00:00:00.000,Heavy Vehicle,Diesel,"2,582"
2019-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-05-01T00:00:00.000,Motorcycle,Other,1
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-05-01T00:00:00.000,Motorcycle,Diesel,2
2019-05-01T00:00:00.000,Light Vehicle,Solar,2
2019-05-01T00:00:00.000,Light Vehicle,CNG,2
2019-05-01T00:00:00.000,Motorcycle,Electric,12
2019-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,79
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,188"
2019-05-01T00:00:00.000,Light Vehicle,Petrol,"226,568"
2019-05-01T00:00:00.000,Light Vehicle,Other,135
2019-05-01T00:00:00.000,Light Vehicle,LPG,903
2019-05-01T00:00:00.000,Light Vehicle,Hybrid,"2,949"
2019-05-01T00:00:00.000,Light Vehicle,Electric,215
2019-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-05-01T00:00:00.000,Light Vehicle,Diesel,"52,948"
2019-05-01T00:00:00.000,Motorcycle,,13
2019-05-01T00:00:00.000,Motorcycle,Petrol,"11,442"
2019-05-01T00:00:00.000,Light Vehicle,,"39,621"
2019-05-01T00:00:00.000,Heavy Vehicle,,451
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-05-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-05-01T00:00:00.000,Heavy Vehicle,Diesel,"2,582"
2019-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-05-01T00:00:00.000,Motorcycle,Other,1
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-05-01T00:00:00.000,Motorcycle,Diesel,2
2019-05-01T00:00:00.000,Light Vehicle,Solar,2
2019-05-01T00:00:00.000,Light Vehicle,CNG,2
2019-06-01T00:00:00.000,Light Vehicle,,"39,305"
2019-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,166"
2019-06-01T00:00:00.000,Light Vehicle,Petrol,"226,604"
2019-06-01T00:00:00.000,Light Vehicle,Other,131
2019-06-01T00:00:00.000,Light Vehicle,LPG,887
2019-06-01T00:00:00.000,Light Vehicle,Hybrid,"3,043"
2019-06-01T00:00:00.000,Light Vehicle,Electric,220
2019-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,10
2019-06-01T00:00:00.000,Light Vehicle,Diesel,"53,171"
2019-06-01T00:00:00.000,Motorcycle,,13
2019-06-01T00:00:00.000,Motorcycle,Petrol,"11,001"
2019-06-01T00:00:00.000,Motorcycle,Electric,12
2019-06-01T00:00:00.000,Heavy Vehicle,,457
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-06-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-06-01T00:00:00.000,Heavy Vehicle,Diesel,"2,576"
2019-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-06-01T00:00:00.000,Motorcycle,Diesel,1
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-06-01T00:00:00.000,Motorcycle,Other,2
2019-06-01T00:00:00.000,Light Vehicle,Solar,2
2019-06-01T00:00:00.000,Light Vehicle,CNG,2
2019-06-01T00:00:00.000,Light Vehicle,,"39,305"
2019-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,166"
2019-06-01T00:00:00.000,Light Vehicle,Petrol,"226,604"
2019-06-01T00:00:00.000,Light Vehicle,Other,131
2019-06-01T00:00:00.000,Light Vehicle,LPG,887
2019-06-01T00:00:00.000,Light Vehicle,Hybrid,"3,043"
2019-06-01T00:00:00.000,Light Vehicle,Electric,220
2019-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,10
2019-06-01T00:00:00.000,Light Vehicle,Diesel,"53,171"
2019-06-01T00:00:00.000,Motorcycle,,13
2019-06-01T00:00:00.000,Motorcycle,Petrol,"11,001"
2019-06-01T00:00:00.000,Motorcycle,Electric,12
2019-06-01T00:00:00.000,Heavy Vehicle,,457
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-06-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-06-01T00:00:00.000,Heavy Vehicle,Diesel,"2,576"
2019-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-06-01T00:00:00.000,Motorcycle,Diesel,1
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-06-01T00:00:00.000,Motorcycle,Other,2
2019-06-01T00:00:00.000,Light Vehicle,Solar,2
2019-06-01T00:00:00.000,Light Vehicle,CNG,2
2019-07-01T00:00:00.000,Light Vehicle,,"39,060"
2019-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,140"
2019-07-01T00:00:00.000,Light Vehicle,Petrol,"227,137"
2019-07-01T00:00:00.000,Light Vehicle,Other,130
2019-07-01T00:00:00.000,Light Vehicle,LPG,901
2019-07-01T00:00:00.000,Light Vehicle,Hybrid,"3,148"
2019-07-01T00:00:00.000,Light Vehicle,Electric,228
2019-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-07-01T00:00:00.000,Light Vehicle,Diesel,"53,510"
2019-07-01T00:00:00.000,Motorcycle,,13
2019-07-01T00:00:00.000,Motorcycle,Petrol,"10,719"
2019-07-01T00:00:00.000,Motorcycle,Electric,12
2019-07-01T00:00:00.000,Heavy Vehicle,,460
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol,26
2019-07-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,589"
2019-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-07-01T00:00:00.000,Light Vehicle,Steam,1
2019-07-01T00:00:00.000,Motorcycle,Other,2
2019-07-01T00:00:00.000,Motorcycle,Diesel,2
2019-07-01T00:00:00.000,Light Vehicle,Solar,2
2019-07-01T00:00:00.000,Light Vehicle,CNG,2
2019-07-01T00:00:00.000,Light Vehicle,,"39,060"
2019-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,140"
2019-07-01T00:00:00.000,Light Vehicle,Petrol,"227,137"
2019-07-01T00:00:00.000,Light Vehicle,Other,130
2019-07-01T00:00:00.000,Light Vehicle,LPG,901
2019-07-01T00:00:00.000,Light Vehicle,Hybrid,"3,148"
2019-07-01T00:00:00.000,Light Vehicle,Electric,228
2019-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-07-01T00:00:00.000,Light Vehicle,Diesel,"53,510"
2019-07-01T00:00:00.000,Motorcycle,,13
2019-07-01T00:00:00.000,Motorcycle,Petrol,"10,719"
2019-07-01T00:00:00.000,Motorcycle,Electric,12
2019-07-01T00:00:00.000,Heavy Vehicle,,460
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol,26
2019-07-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,589"
2019-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-07-01T00:00:00.000,Light Vehicle,Steam,1
2019-07-01T00:00:00.000,Motorcycle,Other,2
2019-07-01T00:00:00.000,Motorcycle,Diesel,2
2019-07-01T00:00:00.000,Light Vehicle,Solar,2
2019-07-01T00:00:00.000,Light Vehicle,CNG,2
2019-08-01T00:00:00.000,Motorcycle,Electric,12
2019-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,127"
2019-08-01T00:00:00.000,Light Vehicle,Petrol,"227,007"
2019-08-01T00:00:00.000,Light Vehicle,Other,128
2019-08-01T00:00:00.000,Light Vehicle,LPG,891
2019-08-01T00:00:00.000,Light Vehicle,Hybrid,"3,264"
2019-08-01T00:00:00.000,Light Vehicle,Electric,236
2019-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-08-01T00:00:00.000,Light Vehicle,Diesel,"53,772"
2019-08-01T00:00:00.000,Motorcycle,,13
2019-08-01T00:00:00.000,Motorcycle,Petrol,"10,868"
2019-08-01T00:00:00.000,Light Vehicle,,"39,083"
2019-08-01T00:00:00.000,Heavy Vehicle,,459
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-08-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,589"
2019-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-08-01T00:00:00.000,Light Vehicle,Solar,1
2019-08-01T00:00:00.000,Light Vehicle,Steam,1
2019-08-01T00:00:00.000,Motorcycle,Other,2
2019-08-01T00:00:00.000,Motorcycle,Diesel,2
2019-08-01T00:00:00.000,Light Vehicle,CNG,2
2019-08-01T00:00:00.000,Motorcycle,Electric,12
2019-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,127"
2019-08-01T00:00:00.000,Light Vehicle,Petrol,"227,007"
2019-08-01T00:00:00.000,Light Vehicle,Other,128
2019-08-01T00:00:00.000,Light Vehicle,LPG,891
2019-08-01T00:00:00.000,Light Vehicle,Hybrid,"3,264"
2019-08-01T00:00:00.000,Light Vehicle,Electric,236
2019-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-08-01T00:00:00.000,Light Vehicle,Diesel,"53,772"
2019-08-01T00:00:00.000,Motorcycle,,13
2019-08-01T00:00:00.000,Motorcycle,Petrol,"10,868"
2019-08-01T00:00:00.000,Light Vehicle,,"39,083"
2019-08-01T00:00:00.000,Heavy Vehicle,,459
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-08-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,589"
2019-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-08-01T00:00:00.000,Light Vehicle,Solar,1
2019-08-01T00:00:00.000,Light Vehicle,Steam,1
2019-08-01T00:00:00.000,Motorcycle,Other,2
2019-08-01T00:00:00.000,Motorcycle,Diesel,2
2019-08-01T00:00:00.000,Light Vehicle,CNG,2
2019-09-01T00:00:00.000,Light Vehicle,Petrol,"227,573"
2019-09-01T00:00:00.000,Light Vehicle,,"39,255"
2019-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,82
2019-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,115"
2019-09-01T00:00:00.000,Light Vehicle,Other,127
2019-09-01T00:00:00.000,Light Vehicle,LPG,889
2019-09-01T00:00:00.000,Light Vehicle,Hybrid,"3,350"
2019-09-01T00:00:00.000,Light Vehicle,Electric,310
2019-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-09-01T00:00:00.000,Light Vehicle,Diesel,"54,168"
2019-09-01T00:00:00.000,Motorcycle,,13
2019-09-01T00:00:00.000,Motorcycle,Petrol,"11,509"
2019-09-01T00:00:00.000,Motorcycle,Electric,10
2019-09-01T00:00:00.000,Heavy Vehicle,,459
2019-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2019-09-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-09-01T00:00:00.000,Heavy Vehicle,Electric,6
2019-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,590"
2019-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-09-01T00:00:00.000,Light Vehicle,Solar,1
2019-09-01T00:00:00.000,Light Vehicle,Steam,1
2019-09-01T00:00:00.000,Motorcycle,Other,2
2019-09-01T00:00:00.000,Motorcycle,Diesel,2
2019-09-01T00:00:00.000,Light Vehicle,CNG,2
2019-09-01T00:00:00.000,Light Vehicle,Petrol,"227,573"
2019-09-01T00:00:00.000,Light Vehicle,,"39,255"
2019-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,82
2019-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,115"
2019-09-01T00:00:00.000,Light Vehicle,Other,127
2019-09-01T00:00:00.000,Light Vehicle,LPG,889
2019-09-01T00:00:00.000,Light Vehicle,Hybrid,"3,350"
2019-09-01T00:00:00.000,Light Vehicle,Electric,310
2019-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-09-01T00:00:00.000,Light Vehicle,Diesel,"54,168"
2019-09-01T00:00:00.000,Motorcycle,,13
2019-09-01T00:00:00.000,Motorcycle,Petrol,"11,509"
2019-09-01T00:00:00.000,Motorcycle,Electric,10
2019-09-01T00:00:00.000,Heavy Vehicle,,459
2019-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2019-09-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-09-01T00:00:00.000,Heavy Vehicle,Electric,6
2019-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,590"
2019-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-09-01T00:00:00.000,Light Vehicle,Solar,1
2019-09-01T00:00:00.000,Light Vehicle,Steam,1
2019-09-01T00:00:00.000,Motorcycle,Other,2
2019-09-01T00:00:00.000,Motorcycle,Diesel,2
2019-09-01T00:00:00.000,Light Vehicle,CNG,2
2019-10-01T00:00:00.000,Light Vehicle,,"39,440"
2019-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,092"
2019-10-01T00:00:00.000,Light Vehicle,Petrol,"227,682"
2019-10-01T00:00:00.000,Light Vehicle,Other,128
2019-10-01T00:00:00.000,Light Vehicle,LPG,878
2019-10-01T00:00:00.000,Light Vehicle,Hybrid,"3,432"
2019-10-01T00:00:00.000,Light Vehicle,Electric,346
2019-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-10-01T00:00:00.000,Light Vehicle,Diesel,"54,381"
2019-10-01T00:00:00.000,Motorcycle,,13
2019-10-01T00:00:00.000,Motorcycle,Petrol,"12,100"
2019-10-01T00:00:00.000,Motorcycle,Electric,11
2019-10-01T00:00:00.000,Heavy Vehicle,,459
2019-10-01T00:00:00.000,Heavy Vehicle,Petrol,29
2019-10-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-10-01T00:00:00.000,Heavy Vehicle,Electric,6
2019-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,592"
2019-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-10-01T00:00:00.000,Motorcycle,Diesel,3
2019-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-10-01T00:00:00.000,Light Vehicle,Solar,1
2019-10-01T00:00:00.000,Light Vehicle,Steam,1
2019-10-01T00:00:00.000,Motorcycle,Other,2
2019-10-01T00:00:00.000,Light Vehicle,CNG,2
2019-10-01T00:00:00.000,Light Vehicle,,"39,440"
2019-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,092"
2019-10-01T00:00:00.000,Light Vehicle,Petrol,"227,682"
2019-10-01T00:00:00.000,Light Vehicle,Other,128
2019-10-01T00:00:00.000,Light Vehicle,LPG,878
2019-10-01T00:00:00.000,Light Vehicle,Hybrid,"3,432"
2019-10-01T00:00:00.000,Light Vehicle,Electric,346
2019-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-10-01T00:00:00.000,Light Vehicle,Diesel,"54,381"
2019-10-01T00:00:00.000,Motorcycle,,13
2019-10-01T00:00:00.000,Motorcycle,Petrol,"12,100"
2019-10-01T00:00:00.000,Motorcycle,Electric,11
2019-10-01T00:00:00.000,Heavy Vehicle,,459
2019-10-01T00:00:00.000,Heavy Vehicle,Petrol,29
2019-10-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-10-01T00:00:00.000,Heavy Vehicle,Electric,6
2019-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,592"
2019-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-10-01T00:00:00.000,Motorcycle,Diesel,3
2019-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-10-01T00:00:00.000,Light Vehicle,Solar,1
2019-10-01T00:00:00.000,Light Vehicle,Steam,1
2019-10-01T00:00:00.000,Motorcycle,Other,2
2019-10-01T00:00:00.000,Light Vehicle,CNG,2
2019-11-01T00:00:00.000,Motorcycle,Electric,11
2019-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,84
2019-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,068"
2019-11-01T00:00:00.000,Light Vehicle,Petrol,"227,445"
2019-11-01T00:00:00.000,Light Vehicle,Other,127
2019-11-01T00:00:00.000,Light Vehicle,LPG,857
2019-11-01T00:00:00.000,Light Vehicle,Hybrid,"3,502"
2019-11-01T00:00:00.000,Light Vehicle,Electric,381
2019-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2019-11-01T00:00:00.000,Light Vehicle,Diesel,"54,625"
2019-11-01T00:00:00.000,Motorcycle,,13
2019-11-01T00:00:00.000,Motorcycle,Petrol,"12,361"
2019-11-01T00:00:00.000,Light Vehicle,,"39,538"
2019-11-01T00:00:00.000,Heavy Vehicle,,459
2019-11-01T00:00:00.000,Heavy Vehicle,Petrol,27
2019-11-01T00:00:00.000,Heavy Vehicle,LPG,13
2019-11-01T00:00:00.000,Heavy Vehicle,Electric,6
2019-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,587"
2019-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-11-01T00:00:00.000,Motorcycle,Diesel,5
2019-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-11-01T00:00:00.000,Light Vehicle,Solar,1
2019-11-01T00:00:00.000,Light Vehicle,Steam,1
2019-11-01T00:00:00.000,Motorcycle,Other,2
2019-11-01T00:00:00.000,Light Vehicle,CNG,2
2019-11-01T00:00:00.000,Motorcycle,Electric,11
2019-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,84
2019-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"1,068"
2019-11-01T00:00:00.000,Light Vehicle,Petrol,"227,445"
2019-11-01T00:00:00.000,Light Vehicle,Other,127
2019-11-01T00:00:00.000,Light Vehicle,LPG,857
2019-11-01T00:00:00.000,Light Vehicle,Hybrid,"3,502"
2019-11-01T00:00:00.000,Light Vehicle,Electric,381
2019-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
